UF;MUNICÍPIO;CARGO;NOME DO CANDIDATO;NOME NA URNA;DS_SIT_TOT_TURNO
MG;PIAU;VEREADOR;MILTON CESAR LOPES E CASTRO;DODÓ;ELEITO POR QP
MA;SÃO VICENTE FERRER;VEREADOR;ADAILTON NEVES DOS SANTOS;ADAILTON RAPOSO;ELEITO POR QP
MG;PIUMHI;VEREADOR;JOÃO MARCOS MACEDO SILVEIRA;COOPERADOR JOÃO MARCOS;ELEITO POR QP
RJ;CAMPOS DOS GOYTACAZES;VEREADOR;NILDO NUNES CARDOSO;NILDO CARDOSO;ELEITO POR QP
MG;SÃO JOÃO EVANGELISTA;VEREADOR;DANIEL WASHINGTON VIEIRA DA SILVA;DANIEL VIEIRA;ELEITO POR QP
MG;RUBIM;VEREADOR;GERVASIO FERNANDES;GERVASIO;ELEITO POR QP
MG;SANTO ANTÔNIO DO GRAMA;VEREADOR;GERALDO VITOR DE SOUZA;GERALDO DE FINOCA;ELEITO POR QP
MG;SÃO SEBASTIÃO DO PARAÍSO;VEREADOR;LISANDRO JOSÉ MONTEIRO;LISANDRO MONTEIRO;ELEITO POR QP
MG;SÃO JOÃO DEL REI;VEREADOR;GUSTAVO ACÁCIO CUSTÓDIO DE ANDRADE;GUSTAVO ACACIO;ELEITO POR QP
SC;BELMONTE;VEREADOR;JULIMAR FAVERO;KUKI;ELEITO POR QP
MG;VÁRZEA DA PALMA;VEREADOR;HALLEN RANUEL GUIMARAES LUCENA;PIABA DO DISK DISK;ELEITO POR QP
MG;TIRADENTES;VEREADOR;IVAN DE ASSIS SILVEIRA FILHO;PRETO DO IVAN;ELEITO POR QP
MT;NOVA MARILÂNDIA;VEREADOR;RONIE DE SOUZA SOAVE;RONI SOAVE;ELEITO POR QP
MT;NOVA SANTA HELENA;VEREADOR;LUIZ CARLOS PELISSARI;LUIZ PELISSARI;ELEITO POR QP
MT;SÃO JOSÉ DO POVO;VEREADOR;NELSON DE SOUZA OLIVEIRA;NELSON DE OLIVEIRA;ELEITO POR QP
SC;POUSO REDONDO;VEREADOR;JAISON ADALBERTO KLEGIN;JAISON KLEGIN;ELEITO POR QP
TO;AXIXÁ DO TOCANTINS;VEREADOR;LAELIA LOPES SILVA;LAELIA DO MATIAS;ELEITO POR QP
SP;CORUMBATAÍ;VEREADOR;EDNA ANASTACIO FERREIRA MESQUITA;EDNA MESQUITA;ELEITO POR QP
RS;CAMPO BOM;VEREADOR;KAYANNE NASCIMENTO BRAGA;KAYANNE BRAGA;ELEITO POR QP
RS;CAMPO BOM;VEREADOR;ALEXANDRE OLAVO HOFFMEISTER;ALEXANDRE HOFFMEISTER;ELEITO POR QP
RS;PAROBÉ;VEREADOR;CLADEMIR BELCHIOR BRAGANÇA;BELCHIOR;ELEITO POR QP
SP;CRAVINHOS;VEREADOR;VANDERSON APARECIDO COELHO CARNIEL;VANDINHO DA PESCÃO;ELEITO POR QP
SP;CRAVINHOS;VEREADOR;EDUARDO ROBERTO ESTELLA DOS SANTOS;EDUARDO ESTELLA;ELEITO POR QP
MT;ROSÁRIO OESTE;VEREADOR;MARTA CONCEIÇÃO DE ALMEIDA;MARTA;ELEITO POR QP
MT;ROSÁRIO OESTE;VEREADOR;MAXMAR CÉZAR SOUZA;MAXMAR;ELEITO POR QP
PA;AUGUSTO CORRÊA;VEREADOR;MILTON BRUNO LIMA LOBÃO;BRUNO LOBÃO;ELEITO POR QP
BA;RIBEIRÃO DO LARGO;VEREADOR;KAYLANE BORGES BARBOSA;KAYLANE BORGES;ELEITO POR QP
BA;SÃO JOSÉ DA VITÓRIA;VEREADOR;MATEUS DE OLIVEIRA MELO;MATEUS MELO;ELEITO POR QP
AM;PRESIDENTE FIGUEIREDO;VEREADOR;HAROLDO MARQUES BITTAR;HAROLDO BITTAR;ELEITO POR QP
AM;TABATINGA;VEREADOR;TIAGO DA SILVA RAMOS;TIAGO RAMOS;ELEITO POR QP
BA;GUANAMBI;VEREADOR;DIEGO PI ROCHA PEREIRA;DIEGO PI;ELEITO POR QP
GO;BRAZABRANTES;VEREADOR;DENITO DOS REIS COSTA JUNIOR;PROFESSOR DENITO;ELEITO POR QP
SP;TAPIRATIBA;VEREADOR;SIMONE AMÉLIA CRUVINEL;SIMONE CRUVINEL;ELEITO POR QP
PR;PÉROLA D'OESTE;VEREADOR;LIANE MARIA BUDTINGER;LIA DO LABORATÓRIO;ELEITO POR QP
GO;MONTIVIDIU;VEREADOR;LUIZ CARLOS RIBEIRO;LUIZ RIBEIRO;ELEITO POR QP
GO;PORANGATU;VEREADOR;SANDRA FERREIRA DA SILVA;SANDRA DA CASA DE APOIO;ELEITO POR QP
TO;GUARAÍ;VEREADOR;FABIO DE SOUSA SANTOS;FÁBIO SANTOS;ELEITO POR QP
GO;PORANGATU;VEREADOR;JOSE UELITON DE MOURA DURÃO;DURÃO;ELEITO POR QP
TO;GUARAÍ;VEREADOR;JOSE BONFIM DA SILVA;BONFIM;ELEITO POR QP
BA;JACOBINA;VEREADOR;MAURICIO TEIXEIRA DE MORAIS;MAURÍCIO MORAIS;ELEITO POR QP
BA;JACOBINA;VEREADOR;ADRIANA DA CRUZ SANTOS SILVA;ADRIANA ALVES;ELEITO POR QP
RN;APODI;VEREADOR;FRANCISCO JAILSON DA COSTA FERREIRA;JAILSON;ELEITO POR QP
PB;CUBATI;VEREADOR;NOÉ ROSENDO DA SILVA;NOÉ ROSENDO;ELEITO POR QP
PR;SÃO TOMÉ;VEREADOR;ALLAN ANTONIO MARINHO;ALLAN MARINHO;ELEITO POR QP
PB;LOGRADOURO;VEREADOR;JOSEFA MARQUES DA CRUZ BEZERRIL;VETINHA BEZERRIL;ELEITO POR QP
MG;ARAPORÃ;VEREADOR;WALDIVINO JOSE DE LIMA;DIVINO ELETRICISTA;ELEITO POR QP
RN;SANTO ANTÔNIO;VEREADOR;MARIZETHE BARBOSA DA SILVA COSTA;MARIZETHE COSTA;ELEITO POR QP
RN;SANTO ANTÔNIO;VEREADOR;LUIZ NOGUEIRA DE LIMA JÚNIOR;JÚNIOR NOGUEIRA;ELEITO POR QP
PE;CARNAÍBA;VEREADOR;ALEX MENDES DA SILVA;ALEX MENDES;ELEITO POR QP
PE;CHÃ GRANDE;VEREADOR;SEVERINO MANOEL DA SILVA;FLAVIO DO OVO;ELEITO POR QP
RO;JI-PARANÁ;VEREADOR;ADEMIR PEREIRA;SCOPONY;ELEITO POR QP
RO;SANTA LUZIA D'OESTE;VEREADOR;RAFAEL ALMEIDA NASCMENTO;RAFAEL VIEIRA;ELEITO POR QP
RO;OURO PRETO DO OESTE;VEREADOR;GILVANE FERNANDES DA SILVA;GEOVANE FERNANDES;ELEITO POR QP
RS;ESTÂNCIA VELHA;VEREADOR;JOSÉ DRESCH;JOSE DRESCH;ELEITO POR QP
PI;JOSÉ DE FREITAS;VEREADOR;ABRAAO ALVES DE ARAUJO;ABRAAO ARAUJO;ELEITO POR QP
PI;JOSÉ DE FREITAS;VEREADOR;JOSÉ LUIZ PEREIRA LIMA;ZE LUIZ PEREIRA;ELEITO POR QP
RS;NOVA ROMA DO SUL;VEREADOR;LORIS SOSNOSKI;LORIS SOSNOSKI;ELEITO POR QP
RS;NOVA ROMA DO SUL;VEREADOR;MARCELO LUIZ PANAZZOLO;MARCELO PANAZZOLO;ELEITO POR QP
PI;PAQUETÁ;VEREADOR;DANIEL DE MOURA SANTOS;DANIEL MOURA;ELEITO POR QP
SC;URUBICI;VEREADOR;LUCAS WARMLING;ENFERMEIRO LUCAS;ELEITO POR QP
SE;MURIBECA;VEREADOR;JOSE ADRIANO DOS SANTOS SAMPAIO;ADRIANO DO SACO DAS VARAS;ELEITO POR QP
BA;PIATÃ;VEREADOR;INDIRA OLIVEIRA MARQUES ARAÚJO;INDIRA MARQUES;ELEITO POR QP
PR;CALIFÓRNIA;VEREADOR;VLADEMIRO SOARES DOS SANTOS;VLADI DA SAUDE;ELEITO POR QP
BA;MACAJUBA;VEREADOR;PAULO MACHADO DE SOUZA;PAULO DE DIDICO;ELEITO POR QP
BA;NOVA FÁTIMA;VEREADOR;REINALDA MENDES DOS SANTOS SOUZA;REINALDA MENDES;ELEITO POR QP
BA;URANDI;VEREADOR;GILBERTO SANTOS PINTO;BETÃO DE SALINAS;ELEITO POR QP
CE;BANABUIÚ;VEREADOR;PEDRO HENRIQUE LOPES GONÇALVES;PEDRO HENRIQUE;ELEITO POR QP
BA;RAFAEL JAMBEIRO;VEREADOR;ISABELLE CARVALHO CARMO;ISABELLE DE CIBELE;ELEITO POR QP
BA;SANTO ANTÔNIO DE JESUS;VEREADOR;DANILO MACEDO DOS SANTOS;DANILO DO ALTO;ELEITO POR QP
RS;SAPUCAIA DO SUL;VEREADOR;ADRIANO DE LIMA BILHÃO;ADRIANO BILHÃO;ELEITO POR QP
SP;BARBOSA;VEREADOR;EVERTON RENE DE CARVALHO GOMES;TON MAROMBA;ELEITO POR QP
RS;TEUTÔNIA;VEREADOR;MOISES BAGESTON CARDOZO;MOISES - CAVALINHO;ELEITO POR QP
CE;JAGUARUANA;VEREADOR;FRANCISCO INALDO DE LIMA;INALDO LIMA;ELEITO POR QP
RS;TIO HUGO;VEREADOR;ROSANGELA LUIZA VICARI;ROSANGELA VICARI  RO ;ELEITO POR QP
CE;LIMOEIRO DO NORTE;VEREADOR;HERALDO DE HOLANDA GUIMARAES JUNIOR;HERALDO JUNIOR;ELEITO POR QP
CE;CRATO;VEREADOR;ALLEKSON RAMON SARAIVA CAVALCANTE;ALEX SARAIVA;ELEITO POR QP
RS;VILA FLORES;VEREADOR;OZIEL ZOTTI;OZIEL ZOTTI - ZOTTI;ELEITO POR QP
SP;CAJAMAR;VEREADOR;ALEXANDRO DIAS MARTINS;LÊ MARTINS;ELEITO POR QP
CE;QUIXADÁ;VEREADOR;DARLAN LOPES DA SILVA;DARLAN PIABA;ELEITO POR QP
MG;CARAÍ;VEREADOR;AMINA GOMES RIBEIRO;AMINA;ELEITO POR QP
MG;CARANDAÍ;VEREADOR;MAURICIO PEREIRA DE CARVALHO;MAURÍCIO DO GÁS ;ELEITO POR QP
ES;ARACRUZ;VEREADOR;SEBASTIÃO SFALSIN DO NASCIMENTO;TIÃO CORNÉLIO;ELEITO POR QP
SP;IPEÚNA;VEREADOR;VALDECI REIS PINA;VAL PINA;ELEITO POR QP
CE;FORTALEZA;VEREADOR;KÁTIA MARIA RODRIGUES DE SOUSA;KÁTIA RODRIGUES;ELEITO POR QP
ES;GUARAPARI;VEREADOR;ROSANA SILVA DE SOUZA PINHEIRO;ROSANA PINHEIRO;ELEITO POR QP
GO;ACREÚNA;VEREADOR;HELIO ROSA DE ARAUJO;HELIO DO NANDE;ELEITO POR QP
SP;POPULINA;VEREADOR;ARLINDO DA SILVA RAMOS;ARLINDINHO;ELEITO POR QP
SP;PRESIDENTE EPITÁCIO;VEREADOR;MARCOS DA SILVA FLORÊNCIO;MARCOS DA FARMÁCIA;ELEITO POR QP
SP;PRESIDENTE EPITÁCIO;VEREADOR;LUIZ FERNANDO ELIAS BOMFIM;FERNANDO BOMFIM;ELEITO POR QP
GO;CABECEIRAS;VEREADOR;JUNIO CEZAR MARTINS;JUNIO DO GUINCHO;ELEITO POR QP
CE;TAUÁ;VEREADOR;ÉRICO BATISTA LIMA;ÉRICO LIMA;ELEITO POR QP
MG;FRANCISCÓPOLIS;VEREADOR;WAGNER RODRIGUES DOS SANTOS;VAGUINHO;ELEITO POR QP
MG;ITAMARATI DE MINAS;VEREADOR;CIRO ALVES VIEIRA FILHO;CIRINHO;ELEITO POR QP
SP;VARGEM GRANDE DO SUL;VEREADOR;FERNANDO DONIZETE RIBEIRO;FERNANDO CORRETOR;ELEITO POR QP
MG;JOAÍMA;VEREADOR;VANDERLEI ALVES MUNIZ;VANDERLEI DOS TECLADOS;ELEITO POR QP
GO;INDIARA;VEREADOR;ADALBERTO MOREIRA DA SILVA;ADALBERTO MOREIRA;ELEITO POR QP
PA;ÓBIDOS;VEREADOR;FRANCISCO ROSINALDO GUIMARAES CARDOSO;ROSINALDO CARDOSO;ELEITO POR QP
MG;PIEDADE DOS GERAIS;VEREADOR;MATEUS ALLAN DOS SANTOS REZENDE;MATEUS DO MARCELO;ELEITO POR QP
MG;POTÉ;VEREADOR;ROBELIO RODRIGUES PEGO;ROBELIO DO POÇO;ELEITO POR QP
PB;ARARUNA;VEREADOR;FRANCISCO EDINALDO PONTES MARTINS;NALDO DE ZÉ DE NECO;ELEITO POR QP
PB;ARARUNA;VEREADOR;JOSÉ HUMBERTO DA COSTA ARAUJO JÚNIOR;JÚNIOR COSTA;ELEITO POR QP
PB;CARAÚBAS;VEREADOR;MANOEL CLEMENTE DO NASCIMENTO;NEQUINHO;ELEITO POR QP
PB;CARAÚBAS;VEREADOR;CLEONEIDE AMARA DE ASSIS FERNANDES;NEIDE DE SILVANO ;ELEITO POR QP
MA;PAÇO DO LUMIAR;VEREADOR;FERNANDO JOSÉ SANTOS FEITOSA;FERNANDO FEITOSA;ELEITO POR QP
PB;MONTE HOREBE;VEREADOR;AGAMENON DIAS GUARITA JÚNIOR;JUNIOR GUARITA;ELEITO POR QP
MG;SERRA AZUL DE MINAS;VEREADOR;ROBSON SILVA DOS SANTOS;REBINHO;ELEITO POR QP
SC;GASPAR;VEREADOR;GIOVANO BORGES;GIOVANO BORGES;ELEITO POR QP
PE;ALAGOINHA;VEREADOR;EDNILDO GALINDO FREIRE;BOY DE NILZA;ELEITO POR QP
MT;ALTO BOA VISTA;VEREADOR;ALESSANDRA PEREIRA SILVA SANTOS;ALESSANDRA MANICURE;ELEITO POR QP
PE;CARPINA;VEREADOR;MANOEL FRANCISCO NUNES NETO;VÉI DO ÔNIBUS;ELEITO POR QP
MT;BARÃO DE MELGAÇO;VEREADOR;THIAGO AMORIM DE ARRUDA;THIAGO ARRUDA;ELEITO POR QP
SC;SALTO VELOSO;VEREADOR;NEREU ZENOR ZANCANARO;NEREU;ELEITO POR QP
TO;DOIS IRMÃOS DO TOCANTINS;VEREADOR;KAROLINY CHAVES BRITO FONSECA;IRMÃ KAROL;ELEITO POR QP
TO;DOIS IRMÃOS DO TOCANTINS;VEREADOR;RAIMUNDO NONATO MONTELO MIRANDA;MEIO KILO;ELEITO POR QP
TO;LAGOA DA CONFUSÃO;VEREADOR;LUIZ EDVALDO COELHO DOS SANTOS;DI DO POVO;ELEITO POR QP
PE;SÃO BENTO DO UNA;VEREADOR;GERALDO MARCONDES SANTOS DE ALMEIDA;LÉO DA AÇÃO SOCIAL;ELEITO POR QP
TO;PARAÍSO DO TOCANTINS;VEREADOR;JOÃO GOMES CAMARGO;JOÃO CAMARGO DA AUTOESCOLA;ELEITO POR QP
TO;PARAÍSO DO TOCANTINS;VEREADOR;CLEIDIMAR DA SILVA FERNANDES;CLEIDIMAR FERNANDES;ELEITO POR QP
PI;SÃO JOSÉ DO PEIXE;VEREADOR;CATARINA CAVALCANTE LIRA;CATARINA LIRA;ELEITO POR QP
PR;BOM SUCESSO;VEREADOR;CARLOS ALBERTO ANDRADE ALMEIDA;CARLÃO;ELEITO POR QP
MA;ZÉ DOCA;VEREADOR;RAIMUNDO PEREIRA VIEIRA DE SOUSA;RAIMUNDO DO SINDICATO;ELEITO POR QP
MG;ALÉM PARAÍBA;VEREADOR;FERNANDO MONTES FERREIRA DA CRUZ;FERNANDO CRUZ;ELEITO POR QP
SE;POÇO REDONDO;VEREADOR;JOSÉ ROGERIO DO NASCIMENTO;PROFESSOR ROGERIO;ELEITO POR QP
MG;ALÉM PARAÍBA;VEREADOR;WESLEY DIAS DE OLIVEIRA;PINDURA;ELEITO POR QP
BA;BOTUPORÃ;VEREADOR;ADRIANO SOUSA DAS NEVES;XUXA DE BENÉ;ELEITO POR QP
PR;INAJÁ;VEREADOR;VALDIR ANTÔNIO DA SILVA;DIDI;ELEITO POR QP
PR;INAJÁ;VEREADOR;EDSON AGUSTINHO DA ROCHA;EDSON COELHO;ELEITO POR QP
RS;SANTA ROSA;VEREADOR;ENZO FONTANA DE MELO;ENZO;ELEITO POR QP
RS;SANTA ROSA;VEREADOR;JOCEMAR ADEMIR GERHARDT;KUIQUE;ELEITO POR QP
SC;ÁGUA DOCE;VEREADOR;LAERTE NIVALDO DOS SANTOS;LAERTE SANTOS;ELEITO POR QP
MG;CAMPESTRE;VEREADOR;JOSE ANTONIO GONCALVES;JOSÉ ANTÔNIO DA AUTO ESCOLA;ELEITO POR QP
SP;IBIRÁ;VEREADOR;JOSÉ JOÃO MARIANO;JOÃO CARIOCA;ELEITO POR QP
PR;PARANAGUÁ;VEREADOR;MARCIO MESQUITA;MARCIO GIGANTE;ELEITO POR QP
MG;MONTE ALEGRE DE MINAS;VEREADOR;WALTIERIS BATISTA FERREIRA;WALTIERIS BATISTA;ELEITO POR QP
RJ;SÃO FRANCISCO DE ITABAPOANA;VEREADOR;ERBSON GOMES PIRES;BIBINHO;ELEITO POR QP
MG;PEDRO TEIXEIRA;VEREADOR;FILIPE ANTÔNIO DA SILVA DE OLIVEIRA;FELIPE ANTÔNIO;ELEITO POR QP
SC;BRAÇO DO NORTE;VEREADOR;MARCOS VIEIRA;MARCOS VIEIRA;ELEITO POR QP
SC;MODELO;VEREADOR;IRINEU HENKER;IRINEU HENKER;ELEITO POR QP
SC;NOVA TRENTO;VEREADOR;GUSTAVO ORSI;GUSTAVO ORSI;ELEITO POR QP
MG;RIO CASCA;VEREADOR;NATANAEL FLORENCIO MIRANDA;NATANAEL DO POVÃO;ELEITO POR QP
RS;CORONEL BARROS;VEREADOR;CRISTIANA DOS SANTOS ARNT;CRISTIANA ARNT;ELEITO POR QP
RS;DOUTOR RICARDO;VEREADOR;REMILDE MARIA DALTOE CAPELLETE;REMILDE;ELEITO POR QP
RS;MATO QUEIMADO;VEREADOR;LUIZ FOLLMANN;LUIZ FOLMANN;ELEITO POR QP
MG;SÃO GONÇALO DO RIO ABAIXO;VEREADOR;FLÁVIO SILVA DE OLIVEIRA;FLAVINHO TERRA  BRANCA;ELEITO POR QP
SC;TREZE TÍLIAS;VEREADOR;LEOCRIDES JOÃO BRANDALISE;CRIDE;ELEITO POR QP
MG;UBAPORANGA;VEREADOR;GILSON JOSE DE SOUZA;GILSINHO DA SAUDE;ELEITO POR QP
SC;VIDEIRA;VEREADOR;MARCOS RAFAEL PIACENTINI BOTH;MARCOS BOTH;ELEITO POR QP
MS;VICENTINA;VEREADOR;DANIEL HILÁRIO PERES JUNIOR;PROFESSOR DANIEL;ELEITO POR QP
MT;NOVA GUARITA;VEREADOR;CEZAR ALVES FERREIRA;CEZAR;ELEITO POR QP
MT;SANTA RITA DO TRIVELATO;VEREADOR;DIVINO PEREIRA DE PINHO;JAPÃO;ELEITO POR QP
AL;ANADIA;VEREADOR;LUIZ FELLIPY SANTOS GOMES;FELLYPE DO ZÉ LUIZ ;ELEITO POR QP
BA;TUCANO;VEREADOR;GERVASIO ANDRADE MOURA;PENENA DO TRACUPÁ;ELEITO POR QP
AL;GIRAU DO PONCIANO;VEREADOR;MARIA JOSE MILITÃO MELO;MARIA MILITÃO;ELEITO POR QP
CE;MISSÃO VELHA;VEREADOR;ALBERTO PINHEIRO ROBERTO;BETO DO ALEIXO;ELEITO POR QP
CE;REDENÇÃO;VEREADOR;RAIMUNDO PINHEIRO DE LIMA;NONATO DA FAISCA;ELEITO POR QP
SP;BERNARDINO DE CAMPOS;VEREADOR;RODRIGO JOSE HILARIO DOMICIANO;RODRIGO DA FARMÁCIA;ELEITO POR QP
SP;RIBEIRÃO PRETO;VEREADOR;IGOR JOSÉ VINICIUS DE OLIVEIRA;IGOR OLIVEIRA;ELEITO POR QP
ES;CARIACICA;VEREADOR;LEO ALEXANDRE COUTINHO DE ALMEIDA;LÉO DO IAPI;ELEITO POR QP
SP;GUARATINGUETÁ;VEREADOR;SAMUEL VITOR PEREIRA BERNARDI;CABO SAMUEL;ELEITO POR QP
BA;CONCEIÇÃO DO COITÉ;VEREADOR;EMANUELA MARIA MASCARENHAS RESEDA;MANU RESEDA;ELEITO POR QP
SP;SÃO MIGUEL ARCANJO;VEREADOR;MARCOS ROGERIO DE ALMEIDA;PR. MARQUINHOS;ELEITO POR QP
BA;IAÇU;VEREADOR;VIVIANE DA SILVA FERREIRA;VIVIANE FERREIRA;ELEITO POR QP
GO;ANHANGÜERA;VEREADOR;DERCILIO RODRIGUES DIAS NETO II;DERCILIO;ELEITO POR QP
GO;ISRAELÂNDIA;VEREADOR;FIRMINO MANOEL DA SILVA;FIRMINO;ELEITO POR QP
BA;JABORANDI;VEREADOR;HYGO VILAS BOAS CAETANO;HYGO DE ALEIXO;ELEITO POR QP
PR;PITANGUEIRAS;VEREADOR;ALAIR CARDOSO SANTANA;PARAGUAY;ELEITO POR QP
MA;BALSAS;VEREADOR;PRISCILA CAMARGO CARAÇA ALBUQUERQUE;PRISCILA CARAÇA;ELEITO POR QP
MA;NOVA COLINAS;VEREADOR;EDIVALDO PEREIRA DA ROCHA;EDIVALDO DA AMPARO;ELEITO POR QP
SP;SÃO CAETANO DO SUL;VEREADOR;MARCEL FRANCO MUNHOZ;MARCEL MUNHOZ;ELEITO POR QP
PE;BREJÃO;VEREADOR;WILSON FERREIRA DE MELO;WILSON FERREIRA;ELEITO POR QP
SP;TAQUARIVAÍ;VEREADOR;AUGUSTO ALMEIDA GOMES FERREIRA;AUGUSTO GOMES;ELEITO POR QP
PE;MACAPARANA;VEREADOR;JOSÉ ANTONIO DA SILVA;ZÉ LEÔNCIO;ELEITO POR QP
PB;APARECIDA;VEREADOR;FRANCISCO FARIAS JUNIOR;JUNIOR FARIAS;ELEITO POR QP
PB;CONGO;VEREADOR;JUCELIO QUINTANS DA SILVA;JUCELIO QUINTANS;ELEITO POR QP
RJ;DUAS BARRAS;VEREADOR;GUILHERME SOARES DE OLIVEIRA;XIM;ELEITO POR QP
SC;SÃO JOAQUIM;VEREADOR;LIANDER DA SILVA PADILHA;LIANDER PADILHA;ELEITO POR QP
SC;TUNÁPOLIS;VEREADOR;CRISTIAN JUNIOR MALLMANN;CRISTIAN KIDA;ELEITO POR QP
PE;ARAÇOIABA;VEREADOR;OSMAR VALERO NUNES;ALEGRIA DA SAÚDE;ELEITO POR QP
RJ;NOVA IGUAÇU;VEREADOR;ROBERTO MACIEL REBOUÇAS;DR ROBERTINHO;ELEITO POR QP
PE;IPOJUCA;VEREADOR;LUIZ FLAVIO DA SILVA;PROFESSOR LUIZ FLÁVIO;ELEITO POR QP
PE;PANELAS;VEREADOR;ORLANDO ANTONIO DA SILVA;ORLANDO DO ALFAIATE;ELEITO POR QP
RS;SANTA MARGARIDA DO SUL;VEREADOR;GEORGES PETRARCA TEIXEIRA KODAYSSI;GINHO;ELEITO POR QP
SP;ASSIS;VEREADOR;FERNANDO PEREIRA SIRCHIA JUNIOR;FERNANDO SIRCHIA;ELEITO POR QP
PI;SOCORRO DO PIAUÍ;VEREADOR;MARIA MADALENA DA SILVA;MADALENA DA SERRA;ELEITO POR QP
PR;CAPANEMA;VEREADOR;EDUARDA SOARES TORTORA;EDUARDA;ELEITO POR QP
PR;COLOMBO;VEREADOR;ALCIR PEDRO FURNI;KIKO;ELEITO POR QP
MG;MARIPÁ DE MINAS;VEREADOR;MARCO AURELIO DE SOUZA;MARQUINHO DO OLIVEIRA;ELEITO POR QP
RS;DEZESSEIS DE NOVEMBRO;VEREADOR;RONI CARLOS GENZ BÖLTER;RONI BOLTER;ELEITO POR QP
PR;ICARAÍMA;VEREADOR;MANOEL TIMOTEO DE ALMEIDA;PELÉ DA ILHA;ELEITO POR QP
PR;ICARAÍMA;VEREADOR;LEA JOSE DE ANDRADE CARDOSO;LEA DO AGENDAMENTO;ELEITO POR QP
RS;ENCRUZILHADA DO SUL;VEREADOR;MARCELO LEMOS MACHADO;MARCELO MACHADO;ELEITO POR QP
RS;SALDANHA MARINHO;VEREADOR;JUSCELINO MOREIRA;JUSCELINO MOREIRA;ELEITO POR QP
RS;JAGUARI;VEREADOR;LUCAS DENARDI CATTELAN;LUCAS CATTELAN;ELEITO POR QP
RS;MUÇUM;VEREADOR;ELTON PEZZI;ELTON PEZZI;ELEITO POR QP
RS;MUÇUM;VEREADOR;DIEGO MACHADO DE SOUZA;DIEGO MACHADO;ELEITO POR QP
SP;CÂNDIDO MOTA;VEREADOR;LUIZ CARLOS NICODEMOS;CARLOS GORDO;ELEITO POR QP
RS;PARAÍ;VEREADOR;GEMA RIGONI;GEMA RIGONI;ELEITO POR QP
RS;PELOTAS;VEREADOR;CAUÊ FUHRO SOUTO MARTINS;CAUÊ;ELEITO POR QP
SP;COROADOS;VEREADOR;JOSÉ RICARDO SALGADO DA SILVA;SALGADO;ELEITO POR QP
RS;PELOTAS;VEREADOR;MIRIAM PAZ GARCEZ MARRONI;MIRIAM MARRONI;ELEITO POR QP
SP;FLORÍNEA;VEREADOR;REINALDO PATTA JUNIOR;NARDINHO PATTA;ELEITO POR QP
BA;PIRAÍ DO NORTE;VEREADOR;ANTONIO DE ARAÚJO MAMÉDIO;TONHE DE BIÉ;ELEITO POR QP
MG;COUTO DE MAGALHÃES DE MINAS;VEREADOR;ANTÔNIO GERALDO FERREIRA;TUNICO;ELEITO POR QP
SP;LUTÉCIA;VEREADOR;PAULO HENRIQUE ZANDONA DA COSTA;PAULINHO ENFERMEIRO;ELEITO POR QP
MG;SÃO JOÃO DA PONTE;VEREADOR;RONALDO PEREIRA DA SILVA;NALDO DO ARROZ;ELEITO POR QP
MG;SÃO JOÃO DA PONTE;VEREADOR;MARCOS ALEXSANDER ARRUDA CAMPOS;ALEX TICONDA;ELEITO POR QP
BA;SANTANA;VEREADOR;ELEN RAMALHO DA SILVA;DRA ELEN;ELEITO POR QP
BA;SÃO FRANCISCO DO CONDE;VEREADOR;SANDRA DE OLIVEIRA DO CARMO;SANDRINHA DA PIZZARIA;ELEITO POR QP
MG;SAPUCAÍ-MIRIM;VEREADOR;WANDERSON ALESSANDRO RIBEIRO;WANDO;ELEITO POR QP
MS;ANASTÁCIO;VEREADOR;ALDO JOSÉ DOS SANTOS;PROF. ALDO;ELEITO POR QP
SP;NAZARÉ PAULISTA;VEREADOR;FÁBIO ALEXANDRE SILVEIRA;FÁBIO CABELO;ELEITO POR QP
CE;MULUNGU;VEREADOR;FRANCISCO WELLINGTON CHAGAS ROBERTO;WELINGTON ROBERTO;ELEITO POR QP
ES;AFONSO CLÁUDIO;VEREADOR;MARCELO BERGER COSTA;MARCELO COSTA;ELEITO POR QP
MG;JOÃO PINHEIRO;VEREADOR;UALISSON BATISTA DA SILVA;GORDINHO DO AÇOUGUE;ELEITO POR QP
MG;LIBERDADE;VEREADOR;RAUL CALIXTO DE CARVALHO;RAUL CALIXTO;ELEITO POR QP
MT;NOVO SANTO ANTÔNIO;VEREADOR;BEATRICE HORNE GUIMARÃES;BIA DO RALZEN;ELEITO POR QP
MT;NOVO SANTO ANTÔNIO;VEREADOR;JOSE RAIMUNDO GONÇALVES DE FREITAS;PRIMO DO SALÃO;ELEITO POR QP
MT;NOVO SANTO ANTÔNIO;VEREADOR;RONAY RIBEIRO DOS SANTOS;RONAY DO TICO;ELEITO POR QP
MG;NOVA PORTEIRINHA;VEREADOR;ADELMO ANDRADE PASSOS;ABENÇOADO DA BORRACHARIA;ELEITO POR QP
MG;NOVA PORTEIRINHA;VEREADOR;TEREZA FERREIRA DOS SANTOS RODRIGUES;TEREZA DO SOCIAL;ELEITO POR QP
ES;SERRA;VEREADOR;RURDINEY DA SILVA;PROFESSOR RURDINEY;ELEITO POR QP
MS;RIBAS DO RIO PARDO;VEREADOR;CHARLIN CASTRO CAMILO;CHARLIN ORDINÁRIO;ELEITO POR QP
